subject_id,subject_version,case_id,family,run_id,reviewer_id,scoring_timestamp_utc,rubric_floor,rubric_ceiling,raw_score,clipped_score,has_critical_fail,has_recoverable_fail,classification,reported_confidence,confidence_unit,correctness
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-FOUL-001,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,9,9,False,False,Conditional,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-FOUL-002,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,9,9,False,False,Conditional,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-FOUL-003,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,10,10,False,False,Pass,72,0.72,0.5
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-FOUL-004,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,False,Pass,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-FOUL-005,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,10,10,False,False,Pass,87,0.87,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-FOUL-006,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,11,11,11,False,False,Pass,82,0.82,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-FOUL-007,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,11,10,10,False,False,Pass,76,0.76,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-FOUL-008,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,10,10,10,True,False,Fail,82,0.82,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-FOUL-009,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,9,12,9,False,False,Conditional,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-MECH-001,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,11,11,False,False,Pass,82,0.82,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-MECH-002,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,11,11,False,False,Pass,82,0.82,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-MECH-003,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,11,11,False,False,Pass,87,0.87,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-MECH-004,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,10,11,10,False,False,Pass,87,0.87,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-MECH-005,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,11,11,False,False,Pass,94,0.94,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-NOWE-001,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,12,9,9,False,False,Conditional,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-NOWE-002,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,11,11,11,False,False,Pass,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-NOWE-003,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,10,11,10,False,False,Pass,82,0.82,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-NOWE-004,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,9,11,9,False,False,Conditional,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-OXID-001,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,82,0.82,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-OXID-002,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,82,0.82,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-OXID-003,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,94,0.94,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-OXID-004,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,87,0.87,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-OXID-005,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,11,10,10,False,False,Pass,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-OXID-006,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,3,10,12,10,False,False,Pass,82,0.82,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-SCAL-001,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,11,11,False,False,Pass,82,0.82,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-SCAL-002,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,11,11,False,False,Pass,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-SCAL-003,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,10,10,False,False,Pass,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-SCAL-004,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,11,11,False,False,Pass,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-SCAL-005,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,11,11,False,False,Pass,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-SCAL-006,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,10,10,10,False,False,Pass,78,0.78,1.0
claude-haiku-4-5,claude-haiku-4-5-20251001,RO-SCAL-007,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,11,11,False,False,Pass,78,0.78,1.0
claude-opus-4-6,claude-opus-4-6,RO-FOUL-001,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,12,10,10,False,False,Pass,82,0.82,1.0
claude-opus-4-6,claude-opus-4-6,RO-FOUL-002,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,88,0.88,1.0
claude-opus-4-6,claude-opus-4-6,RO-FOUL-003,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,12,10,10,False,False,Pass,78,0.78,0.5
claude-opus-4-6,claude-opus-4-6,RO-FOUL-004,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,92,0.92,1.0
claude-opus-4-6,claude-opus-4-6,RO-FOUL-005,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,False,Pass,93,0.93,1.0
claude-opus-4-6,claude-opus-4-6,RO-FOUL-006,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,11,12,11,False,False,Pass,92,0.92,1.0
claude-opus-4-6,claude-opus-4-6,RO-FOUL-007,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,11,12,11,False,False,Pass,82,0.82,1.0
claude-opus-4-6,claude-opus-4-6,RO-FOUL-008,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,10,12,10,False,False,Pass,93,0.93,1.0
claude-opus-4-6,claude-opus-4-6,RO-FOUL-009,FOUL,run-2026-05-08-001,R01,2026-05-13T10:38:10Z,0,9,12,9,False,False,Conditional,78,0.78,1.0
claude-opus-4-6,claude-opus-4-6,RO-MECH-001,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,9,9,False,False,Conditional,90,0.9,1.0
claude-opus-4-6,claude-opus-4-6,RO-MECH-002,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,11,11,False,False,Pass,88,0.88,1.0
claude-opus-4-6,claude-opus-4-6,RO-MECH-003,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,9,9,False,False,Conditional,92,0.92,1.0
claude-opus-4-6,claude-opus-4-6,RO-MECH-004,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,10,11,10,False,False,Pass,88,0.88,1.0
claude-opus-4-6,claude-opus-4-6,RO-MECH-005,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,10,10,False,False,Pass,97,0.97,1.0
claude-opus-4-6,claude-opus-4-6,RO-NOWE-001,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,12,9,9,False,True,Conditional,85,0.85,0.5
claude-opus-4-6,claude-opus-4-6,RO-NOWE-002,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,11,7,7,True,False,Fail,72,0.72,0.0
claude-opus-4-6,claude-opus-4-6,RO-NOWE-003,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,10,11,10,False,True,Conditional,92,0.92,1.0
claude-opus-4-6,claude-opus-4-6,RO-NOWE-004,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,9,10,9,False,False,Conditional,88,0.88,1.0
claude-opus-4-6,claude-opus-4-6,RO-OXID-001,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,92,0.92,1.0
claude-opus-4-6,claude-opus-4-6,RO-OXID-002,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,95,0.95,1.0
claude-opus-4-6,claude-opus-4-6,RO-OXID-003,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,95,0.95,1.0
claude-opus-4-6,claude-opus-4-6,RO-OXID-004,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,95,0.95,1.0
claude-opus-4-6,claude-opus-4-6,RO-OXID-005,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,11,12,11,False,False,Pass,82,0.82,1.0
claude-opus-4-6,claude-opus-4-6,RO-OXID-006,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,3,10,12,10,False,False,Pass,90,0.9,1.0
claude-opus-4-6,claude-opus-4-6,RO-SCAL-001,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,92,0.92,1.0
claude-opus-4-6,claude-opus-4-6,RO-SCAL-002,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,92,0.92,1.0
claude-opus-4-6,claude-opus-4-6,RO-SCAL-003,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,11,11,False,False,Pass,92,0.92,1.0
claude-opus-4-6,claude-opus-4-6,RO-SCAL-004,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,12,11,False,False,Pass,88,0.88,1.0
claude-opus-4-6,claude-opus-4-6,RO-SCAL-005,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,12,11,False,False,Pass,88,0.88,1.0
claude-opus-4-6,claude-opus-4-6,RO-SCAL-006,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,10,12,10,False,False,Pass,82,0.82,1.0
claude-opus-4-6,claude-opus-4-6,RO-SCAL-007,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,92,0.92,1.0
claude-opus-4-7,claude-opus-4-7,RO-FOUL-001,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,78,0.78,1.0
claude-opus-4-7,claude-opus-4-7,RO-FOUL-002,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,78,0.78,1.0
claude-opus-4-7,claude-opus-4-7,RO-FOUL-003,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,False,Pass,72,0.72,1.0
claude-opus-4-7,claude-opus-4-7,RO-FOUL-004,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,86,0.86,1.0
claude-opus-4-7,claude-opus-4-7,RO-FOUL-005,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,88,0.88,1.0
claude-opus-4-7,claude-opus-4-7,RO-FOUL-006,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,11,12,11,False,False,Pass,86,0.86,1.0
claude-opus-4-7,claude-opus-4-7,RO-FOUL-007,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,11,12,11,False,False,Pass,72,0.72,1.0
claude-opus-4-7,claude-opus-4-7,RO-FOUL-008,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,10,12,10,False,False,Pass,88,0.88,1.0
claude-opus-4-7,claude-opus-4-7,RO-FOUL-009,FOUL,run-2026-05-13-001,R01,2026-05-13T10:38:10Z,0,9,12,9,False,False,Conditional,62,0.62,1.0
claude-opus-4-7,claude-opus-4-7,RO-MECH-001,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,10,10,False,False,Pass,86,0.86,1.0
claude-opus-4-7,claude-opus-4-7,RO-MECH-002,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,12,12,False,False,Pass,82,0.82,1.0
claude-opus-4-7,claude-opus-4-7,RO-MECH-003,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,11,11,False,False,Pass,86,0.86,1.0
claude-opus-4-7,claude-opus-4-7,RO-MECH-004,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,10,11,10,False,False,Pass,86,0.86,1.0
claude-opus-4-7,claude-opus-4-7,RO-MECH-005,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,10,10,False,False,Pass,95,0.95,1.0
claude-opus-4-7,claude-opus-4-7,RO-NOWE-001,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,12,10,10,False,True,Conditional,78,0.78,1.0
claude-opus-4-7,claude-opus-4-7,RO-NOWE-002,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,11,12,11,False,False,Pass,72,0.72,1.0
claude-opus-4-7,claude-opus-4-7,RO-NOWE-003,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,10,11,10,False,False,Pass,78,0.78,1.0
claude-opus-4-7,claude-opus-4-7,RO-NOWE-004,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,9,11,9,False,False,Conditional,62,0.62,0.5
claude-opus-4-7,claude-opus-4-7,RO-OXID-001,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,86,0.86,1.0
claude-opus-4-7,claude-opus-4-7,RO-OXID-002,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,86,0.86,1.0
claude-opus-4-7,claude-opus-4-7,RO-OXID-003,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,93,0.93,1.0
claude-opus-4-7,claude-opus-4-7,RO-OXID-004,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,86,0.86,1.0
claude-opus-4-7,claude-opus-4-7,RO-OXID-005,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,11,12,11,False,False,Pass,78,0.78,1.0
claude-opus-4-7,claude-opus-4-7,RO-OXID-006,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,3,10,12,10,False,False,Pass,82,0.82,1.0
claude-opus-4-7,claude-opus-4-7,RO-SCAL-001,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,88,0.88,1.0
claude-opus-4-7,claude-opus-4-7,RO-SCAL-002,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,82,0.82,1.0
claude-opus-4-7,claude-opus-4-7,RO-SCAL-003,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,86,0.86,1.0
claude-opus-4-7,claude-opus-4-7,RO-SCAL-004,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,12,11,False,False,Pass,82,0.82,1.0
claude-opus-4-7,claude-opus-4-7,RO-SCAL-005,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,12,11,False,False,Pass,78,0.78,1.0
claude-opus-4-7,claude-opus-4-7,RO-SCAL-006,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,10,11,10,False,False,Pass,78,0.78,1.0
claude-opus-4-7,claude-opus-4-7,RO-SCAL-007,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,82,0.82,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-FOUL-001,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,8,8,True,False,Fail,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-FOUL-002,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-FOUL-003,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,False,Pass,75,0.75,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-FOUL-004,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,11,11,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-FOUL-005,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,12,12,12,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-FOUL-006,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,11,12,11,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-FOUL-007,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,11,10,10,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-FOUL-008,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,10,10,10,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-FOUL-009,FOUL,run-2026-05-12-001,R01,2026-05-13T10:38:10Z,0,9,11,9,False,False,Conditional,80,0.8,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-MECH-001,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,11,11,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-MECH-002,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,12,11,11,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-MECH-003,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,11,11,False,False,Pass,95,0.95,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-MECH-004,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,10,11,10,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-MECH-005,MECH,run-2026-05-13-001,R01,2026-05-14T09:34:25Z,0,11,10,10,False,False,Pass,90,0.9,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-NOWE-001,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,12,9,9,False,True,Conditional,80,0.8,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-NOWE-002,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,11,5,5,False,True,Conditional,70,0.7,0.0
deepseek-v4-flash,deepseek-v4-flash,RO-NOWE-003,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,10,9,9,False,False,Conditional,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-NOWE-004,NOWE,run-2026-05-13-001,R01,2026-05-13T18:59:30Z,0,9,10,9,False,False,Conditional,80,0.8,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-OXID-001,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,9,9,False,False,Conditional,90,0.9,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-OXID-002,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,90,0.9,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-OXID-003,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,9,9,False,False,Conditional,90,0.9,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-OXID-004,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,12,12,12,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-OXID-005,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,4,11,12,11,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-OXID-006,OXID,run-2026-05-13-001,R01,2026-05-13T18:38:53Z,3,10,12,10,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-SCAL-001,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,10,10,False,False,Pass,90,0.9,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-SCAL-002,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,12,12,False,False,Pass,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-SCAL-003,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,12,10,10,False,False,Pass,80,0.8,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-SCAL-004,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,8,8,False,False,Conditional,85,0.85,1.0
deepseek-v4-flash,deepseek-v4-flash,RO-SCAL-005,SCAL,run-2026-05-13-001,R01,2026-05-13T18:26:10Z,0,11,11,11,False,False,Pass,85,0.85,1.0
